,genre_ids,original_title,release_date,production_budget,domestic_gross,worldwide_gross,domestic_return,worldwide_return,release_year
Good Intentions,[35],Good Intentions,2009-12-31,10000000.0,0.0,0.0,0.0,0.0,2009
Good Will Hunting,[18],Good Will Hunting,1997-12-05,10000000.0,138433435.0,225925989.0,13.8433435,22.5925989,1997
Goosebumps,"[12, 27, 35]",Goosebumps,2015-10-16,58000000.0,80069458.0,158905324.0,1.3805078965517241,2.7397469655172415,2015
Goosebumps,"[12, 27, 35]",Goosebumps,2015-10-16,58000000.0,80069458.0,158905324.0,1.3805078965517241,2.7397469655172415,2015
Goosebumps 2: Haunted Halloween,"[12, 35, 14, 10751, 27]",Goosebumps 2: Haunted Halloween,2018-10-12,35000000.0,46697321.0,93291478.0,1.3342091714285715,2.6654708,2018
Gotti,"[80, 18, 36, 53]",Gotti,2018-06-15,10000000.0,4286367.0,6089100.0,0.4286367,0.60891,2018
Grabbers,"[878, 35, 53, 27, 9648]",Grabbers,2013-07-19,5300000.0,0.0,440821.0,0.0,0.08317377358490566,2013
Grace,"[53, 27]",Grace,2009-08-14,5000000.0,8297.0,8297.0,0.0016594,0.0016594,2009
Grace,[18],Grace,2009-08-14,5000000.0,8297.0,8297.0,0.0016594,0.0016594,2009
Grace,[35],Grace,2009-08-14,5000000.0,8297.0,8297.0,0.0016594,0.0016594,2009
Grace Unplugged,"[18, 10402]",Grace Unplugged,2013-10-04,1700000.0,2507159.0,2507159.0,1.4747994117647059,1.4747994117647059,2013
Grace of Monaco,"[10749, 18]",Grace of Monaco,2015-12-01,30000000.0,0.0,25199891.0,0.0,0.8399963666666667,2015
Graduation Day,[],Graduation Day,1981-05-01,250000.0,23894000.0,23894000.0,95.576,95.576,1981
Grave Encounters,"[53, 27]",Grave Encounters,2011-09-09,2000000.0,0.0,2151887.0,0.0,1.0759435,2011
Gravity,"[878, 53, 18]",Gravity,2013-10-04,110000000.0,274092705.0,693698673.0,2.4917518636363636,6.306351572727273,2013
Greater,"[10751, 18]",Greater,2016-08-26,9000000.0,2000093.0,2000093.0,0.22223255555555554,0.22223255555555554,2016
Green Book,"[18, 35]",Green Book,2018-11-16,23000000.0,85080171.0,322034439.0,3.6991378695652175,14.001497347826087,2018
Green Lantern,"[12, 28, 53, 878]",Green Lantern,2011-06-17,200000000.0,116601172.0,219535492.0,0.58300586,1.09767746,2011
Green Room,"[27, 80, 53]",Green Room,2016-04-15,5000000.0,3220371.0,3807503.0,0.6440742,0.7615006,2016
Green Room,"[27, 80, 53]",Green Room,2016-04-15,5000000.0,3220371.0,3807503.0,0.6440742,0.7615006,2016
Green Street Hooligans: Underground,"[28, 18]",Green Street Hooligans: Underground,2015-02-24,8000000.0,0.0,0.0,0.0,0.0,2015
Green Zone,"[10752, 28, 12, 18, 53]",Green Zone,2010-03-12,100000000.0,35497337.0,97523020.0,0.35497337,0.9752302,2010
Griff the Invisible,"[10749, 35, 18]",Griff the Invisible,2011-08-19,2900000.0,20778.0,25935.0,0.007164827586206897,0.008943103448275862,2011
Grown Ups,[35],Grown Ups,2010-06-25,75000000.0,162001186.0,272223430.0,2.160015813333333,3.629645733333333,2010
Grown Ups 2,[35],Grown Ups 2,2013-07-12,80000000.0,133668525.0,247023808.0,1.6708565625,3.0877976,2013
Grudge Match,[35],Grudge Match,2013-12-25,40000000.0,29807260.0,69807260.0,0.7451815,1.7451815,2013
Guardians of the Galaxy,"[28, 878, 12]",Guardians of the Galaxy,2014-08-01,170000000.0,333172112.0,770867516.0,1.9598359529411764,4.5345148,2014
Gulliver's Travels,"[35, 12, 10751, 14]",Gulliver's Travels,2010-12-25,112000000.0,42779261.0,232017848.0,0.3819576875,2.0715879285714287,2010
Gun Shy,"[35, 28, 12]",Gun Shy,2000-02-04,10000000.0,1638202.0,1638202.0,0.1638202,0.1638202,2000
H.,"[53, 18, 878]",H.,2014-12-31,200000.0,0.0,0.0,0.0,0.0,2014
Hacksaw Ridge,"[18, 36, 10752]",Hacksaw Ridge,2016-11-04,40000000.0,67209615.0,168904682.0,1.680240375,4.22261705,2016
Hacksaw Ridge,"[18, 36, 10752]",Hacksaw Ridge,2016-11-04,40000000.0,67209615.0,168904682.0,1.680240375,4.22261705,2016
"Hail, Caesar!","[35, 18, 9648]","Hail, Caesar!",2016-02-05,22000000.0,30080225.0,64160680.0,1.3672829545454546,2.9163945454545455,2016
Hall Pass,"[35, 10749]",Hall Pass,2011-02-25,68000000.0,45060734.0,87173475.0,0.6626578529411765,1.281962867647059,2011
Halloween,"[53, 27]",Halloween,2007-08-31,15000000.0,58269151.0,77514401.0,3.8846100666666668,5.167626733333333,2007
Halloween,"[53, 27]",Halloween,2018-10-19,10000000.0,159342015.0,254900667.0,15.9342015,25.4900667,2018
Halloween,"[53, 27]",Halloween,1978-10-17,325000.0,47000000.0,70000000.0,144.6153846153846,215.3846153846154,1978
Hands of Stone,[18],Hands of Stone,2016-08-26,20000000.0,4712792.0,5031975.0,0.2356396,0.25159875,2016
Hanna,"[28, 53, 12]",Hanna,2011-04-08,30000000.0,40259119.0,65343694.0,1.3419706333333334,2.1781231333333335,2011
Hansel & Gretel: Witch Hunters,"[14, 27, 28]",Hansel & Gretel: Witch Hunters,2013-01-25,50000000.0,55703475.0,214949716.0,1.1140695,4.29899432,2013
Happiness,[99],Happiness,1998-10-16,3000000.0,2746453.0,5746453.0,0.9154843333333333,1.9154843333333333,1998
Happy 40th,[18],Happy 40th,2014-12-31,35000.0,0.0,0.0,0.0,0.0,2014
Happy Christmas,"[35, 18]",Happy Christmas,2014-07-25,70000.0,30312.0,30312.0,0.43302857142857143,0.43302857142857143,2014
Happy Death Day,"[27, 9648, 53]",Happy Death Day,2017-10-13,5000000.0,55683845.0,125010260.0,11.136769,25.002052,2017
Happy Feet Two,"[16, 35, 10751]",Happy Feet Two,2011-11-18,135000000.0,64006466.0,157956466.0,0.47412197037037035,1.1700478962962964,2011
Happy Valley,[99],Happy Valley,2008-03-28,250000.0,67665.0,67665.0,0.27066,0.27066,2008
Hardcore Henry,"[28, 12, 878]",Hardcore Henry,2016-04-08,2000000.0,9252038.0,17187434.0,4.626019,8.593717,2016
Hardflip,"[18, 28]",Hardflip,2012-06-01,1000000.0,96734.0,96734.0,0.096734,0.096734,2012
Harry Brown,"[53, 80, 18, 28]",Harry Brown,2010-04-30,7300000.0,1818681.0,12023606.0,0.24913438356164383,1.6470693150684932,2010
Hayride,"[53, 27]",Hayride,2012-12-31,60000.0,0.0,0.0,0.0,0.0,2012
Haywire,"[28, 53, 9648]",Haywire,2012-01-20,23000000.0,18942396.0,36374700.0,0.8235824347826087,1.581508695652174,2012
Hearts Beat Loud,"[18, 10402, 35]",Hearts Beat Loud,2018-06-08,2000000.0,2386254.0,2420962.0,1.193127,1.210481,2018
Heaven is for Real,[18],Heaven is for Real,2014-04-16,12000000.0,91386097.0,100916299.0,7.615508083333333,8.409691583333334,2014
Heist,"[28, 80]",Heist,2001-11-09,35000000.0,23483357.0,28906817.0,0.6709530571428571,0.8259090571428571,2001
Heist,"[28, 80]",Heist,2015-11-13,8900000.0,50136.0,3324131.0,0.0056332584269662925,0.37349786516853933,2015
Heist,"[80, 28, 53]",Heist,2001-11-09,35000000.0,23483357.0,28906817.0,0.6709530571428571,0.8259090571428571,2001
Heist,"[80, 28, 53]",Heist,2015-11-13,8900000.0,50136.0,3324131.0,0.0056332584269662925,0.37349786516853933,2015
Held Up,[35],Held Up,2000-05-12,8000000.0,4714090.0,4714090.0,0.58926125,0.58926125,2000
Heli,"[80, 18, 10749]",Heli,2013-12-31,1000000.0,0.0,552614.0,0.0,0.552614,2013
Hell Fest,[27],Hell Fest,2018-09-28,5500000.0,11107431.0,18119231.0,2.019532909090909,3.2944056363636363,2018
Hell or High Water,"[80, 18, 53, 37]",Hell or High Water,2016-08-12,12000000.0,27007844.0,37584304.0,2.2506536666666666,3.1320253333333334,2016
Hellboy II: The Golden Army,"[12, 14]",Hellboy II: The Golden Army,2008-07-11,82500000.0,75986503.0,160388063.0,0.9210485212121212,1.9440977333333334,2008
Henry & Me,"[10751, 16]",Henry & Me,2014-08-18,5000000.0,0.0,0.0,0.0,0.0,2014
Her,"[10749, 878, 18]",Her,2014-01-10,23000000.0,25568251.0,48163815.0,1.1116630869565218,2.0940789130434783,2014
Her,"[10749, 878, 18]",Her,2014-01-10,23000000.0,25568251.0,48163815.0,1.1116630869565218,2.0940789130434783,2014
Her Cry: La Llorona Investigation,[27],Her Cry: La Llorona Investigation,2013-10-25,35000.0,0.0,0.0,0.0,0.0,2013
Hercules,"[28, 12]",Hercules,2014-07-25,100000000.0,72688614.0,243388614.0,0.72688614,2.43388614,2014
Hercules,"[28, 12]",Hercules,1997-06-13,70000000.0,99112101.0,250700000.0,1.415887157142857,3.5814285714285714,1997
Here Comes the Boom,"[28, 35]",Here Comes the Boom,2012-10-12,42000000.0,45290318.0,73239258.0,1.0783409047619048,1.7437918571428572,2012
Hereafter,"[18, 14]",Hereafter,2010-10-15,50000000.0,32746941.0,108660270.0,0.65493882,2.1732054,2010
Hereditary,"[27, 9648, 53]",Hereditary,2018-06-08,10000000.0,44069456.0,70133905.0,4.4069456,7.0133905,2018
Hero,[],Hero,1992-10-02,42000000.0,19487173.0,66787173.0,0.46398030952380953,1.5901707857142857,1992
Hero,"[10749, 28, 18]",Hero,1992-10-02,42000000.0,19487173.0,66787173.0,0.46398030952380953,1.5901707857142857,1992
Hero,[],Hero,1992-10-02,42000000.0,19487173.0,66787173.0,0.46398030952380953,1.5901707857142857,1992
Hesher,[18],Hesher,2011-05-13,7000000.0,382946.0,382946.0,0.05470657142857143,0.05470657142857143,2011
Hidden Away,"[10749, 18]",A escondidas,2014-01-07,1000000.0,0.0,0.0,0.0,0.0,2014
Hidden Figures,"[18, 36]",Hidden Figures,2016-12-25,25000000.0,169607287.0,231771716.0,6.78429148,9.27086864,2016
Hidden Figures,"[18, 36]",Hidden Figures,2016-12-25,25000000.0,169607287.0,231771716.0,6.78429148,9.27086864,2016
Hide and Seek,"[18, 14, 27]",Kakurenbo,2005-01-28,25000000.0,51100486.0,123696741.0,2.04401944,4.94786964,2005
Hide and Seek,"[10749, 18]",Hide and Seek,2005-01-28,25000000.0,51100486.0,123696741.0,2.04401944,4.94786964,2005
High Road,[35],High Road,2012-03-06,546173.0,0.0,0.0,0.0,0.0,2012
High School,[35],High School,2012-06-01,10000000.0,139034.0,248133.0,0.0139034,0.0248133,2012
High School,[35],High School,2012-06-01,10000000.0,139034.0,248133.0,0.0139034,0.0248133,2012
Higher Ground,"[18, 53]",Higher Ground,2011-08-23,1800000.0,841056.0,842693.0,0.46725333333333335,0.46816277777777776,2011
Higher Power,"[28, 878, 53]",Higher Power,2018-05-11,500000.0,528.0,528.0,0.001056,0.001056,2018
Highway,[],Highway,2012-12-31,2000000.0,0.0,0.0,0.0,0.0,2012
Highway,"[18, 10749, 80]",हाईवे,2012-12-31,2000000.0,0.0,0.0,0.0,0.0,2012
Hit & Run,"[28, 35, 10749]",Hit & Run,2012-08-22,22000000.0,13749300.0,17216955.0,0.6249681818181818,0.7825888636363636,2012
Hitman: Agent 47,"[28, 80, 53]",Hitman: Agent 47,2015-08-21,35000000.0,22467450.0,82182803.0,0.6419271428571428,2.348080085714286,2015
Hits,"[18, 35]",Hits,2015-02-13,1000000.0,15156.0,15156.0,0.015156,0.015156,2015
Hobo with a Shotgun,"[80, 28, 53]",Hobo with a Shotgun,2011-05-06,3000000.0,703372.0,834953.0,0.23445733333333332,0.2783176666666667,2011
Holmes & Watson,"[9648, 12, 35, 80]",Holmes & Watson,2018-12-25,42000000.0,30568743.0,41926605.0,0.7278272142857143,0.9982525,2018
Holy Motors,"[18, 14]",Holy Motors,2012-10-17,4000000.0,641054.0,4230426.0,0.1602635,1.0576065,2012
Home,"[18, 9648]",Dom,2015-03-27,130000000.0,177397510.0,385997896.0,1.3645962307692308,2.9692145846153846,2015
Home,"[18, 9648]",Dom,2009-06-05,12000000.0,0.0,0.0,0.0,0.0,2009
Home,"[18, 9648]",Dom,2009-04-23,500000.0,15433.0,44793168.0,0.030866,89.586336,2009
Home,[],Home,2015-03-27,130000000.0,177397510.0,385997896.0,1.3645962307692308,2.9692145846153846,2015
Home,[],Home,2009-06-05,12000000.0,0.0,0.0,0.0,0.0,2009
Home,[],Home,2009-04-23,500000.0,15433.0,44793168.0,0.030866,89.586336,2009
Home,"[14, 35, 16, 878, 10751]",Home,2015-03-27,130000000.0,177397510.0,385997896.0,1.3645962307692308,2.9692145846153846,2015
Home,"[14, 35, 16, 878, 10751]",Home,2009-06-05,12000000.0,0.0,0.0,0.0,0.0,2009
Home,"[14, 35, 16, 878, 10751]",Home,2009-04-23,500000.0,15433.0,44793168.0,0.030866,89.586336,2009
Home,[],Home,2015-03-27,130000000.0,177397510.0,385997896.0,1.3645962307692308,2.9692145846153846,2015
Home,[],Home,2009-06-05,12000000.0,0.0,0.0,0.0,0.0,2009
Home,[],Home,2009-04-23,500000.0,15433.0,44793168.0,0.030866,89.586336,2009
Home,"[27, 18, 10751]",Home,2015-03-27,130000000.0,177397510.0,385997896.0,1.3645962307692308,2.9692145846153846,2015
Home,"[27, 18, 10751]",Home,2009-06-05,12000000.0,0.0,0.0,0.0,0.0,2009
Home,"[27, 18, 10751]",Home,2009-04-23,500000.0,15433.0,44793168.0,0.030866,89.586336,2009
Home,[18],Home,2015-03-27,130000000.0,177397510.0,385997896.0,1.3645962307692308,2.9692145846153846,2015
Home,[18],Home,2009-06-05,12000000.0,0.0,0.0,0.0,0.0,2009
Home,[18],Home,2009-04-23,500000.0,15433.0,44793168.0,0.030866,89.586336,2009
Home,[878],Home,2015-03-27,130000000.0,177397510.0,385997896.0,1.3645962307692308,2.9692145846153846,2015
Home,[878],Home,2009-06-05,12000000.0,0.0,0.0,0.0,0.0,2009
Home,[878],Home,2009-04-23,500000.0,15433.0,44793168.0,0.030866,89.586336,2009
Home Again,"[35, 18, 10749]",Home Again,2017-09-08,15000000.0,27020284.0,37336874.0,1.8013522666666666,2.489124933333333,2017
Home Movies,"[99, 10749]",Home Movies,1980-05-16,400000.0,89134.0,89134.0,0.222835,0.222835,1980
Home Run,[18],Home Run,2013-04-19,1200000.0,2859955.0,2859955.0,2.3832958333333334,2.3832958333333334,2013
Homefront,"[28, 53]",Homefront,2013-11-27,22000000.0,20158492.0,51695362.0,0.9162950909090909,2.3497891818181817,2013
Honey,[18],Bal,2003-12-05,18000000.0,30272254.0,62646763.0,1.681791888888889,3.480375722222222,2003
Hop,"[16, 35, 10751]",Hop,2011-04-01,63000000.0,108085305.0,188657593.0,1.7156397619047619,2.994564968253968,2011
Hope Springs,"[18, 35, 10749]",Hope Springs,2012-08-08,30000000.0,63536011.0,133085295.0,2.1178670333333334,4.4361765,2012
Horrible Bosses,"[35, 80]",Horrible Bosses,2011-07-08,35000000.0,117538559.0,212417601.0,3.358244542857143,6.069074314285714,2011
Horrible Bosses 2,[35],Horrible Bosses 2,2014-11-26,40000000.0,54445357.0,105945357.0,1.361133925,2.648633925,2014
Horse Camp,"[10751, 18]",Horse Camp,2014-12-31,250000.0,0.0,0.0,0.0,0.0,2014
Horse Camp,"[10751, 18]",Horse Camp,2014-12-31,250000.0,0.0,0.0,0.0,0.0,2014
Hostage,"[18, 27]",Hostage,2005-03-11,75000000.0,34636443.0,77636443.0,0.46181924,1.0351525733333333,2005
Hot Pursuit,"[28, 35, 80]",Hot Pursuit,2015-05-08,35000000.0,34580201.0,45671512.0,0.9880057428571428,1.3049003428571428,2015
Hot Tub Time Machine,"[878, 35, 12]",Hot Tub Time Machine,2010-03-26,36000000.0,50269859.0,65967750.0,1.3963849722222221,1.8324375,2010
Hot Tub Time Machine 2,[35],Hot Tub Time Machine 2,2015-02-20,14000000.0,12314651.0,12826644.0,0.8796179285714286,0.9161888571428571,2015
Hotel Artemis,"[53, 878, 28]",Hotel Artemis,2018-06-08,15000000.0,6708137.0,12758799.0,0.44720913333333334,0.8505866,2018
Hotel Transylvania,"[16, 35, 10751, 14]",Hotel Transylvania,2012-09-28,85000000.0,148313048.0,378505812.0,1.744859388235294,4.453009552941176,2012
Hotel Transylvania 2,"[16, 35, 10751, 14]",Hotel Transylvania 2,2015-09-25,80000000.0,169700110.0,469500298.0,2.121251375,5.868753725,2015
Hotel Transylvania 3: Summer Vacation,"[10751, 14, 35, 16]",Hotel Transylvania 3: Summer Vacation,2018-07-13,65000000.0,167500092.0,527079962.0,2.5769244923076924,8.108922492307693,2018
House at the End of the Drive,"[53, 27]",House at the End of the Drive,2014-12-31,1400000.0,0.0,0.0,0.0,0.0,2014
House at the End of the Street,"[27, 53]",House at the End of the Street,2012-09-21,6900000.0,31611916.0,44103982.0,4.581437101449275,6.391881449275362,2012
Housebound,"[27, 35, 53]",Housebound,2014-10-17,1500000.0,0.0,236863.0,0.0,0.15790866666666667,2014
How to Be a Latin Lover,[35],How to Be a Latin Lover,2017-04-28,10000000.0,32149404.0,62556228.0,3.2149404,6.2556228,2017
How to Fall in Love,"[35, 10749, 10770]",How to Fall in Love,2012-12-31,4000000.0,0.0,0.0,0.0,0.0,2012
How to Train Your Dragon,"[14, 12, 16, 10751]",How to Train Your Dragon,2010-03-26,165000000.0,217581232.0,494870992.0,1.3186741333333334,2.999218133333333,2010
How to Train Your Dragon 2,"[14, 28, 12, 16, 35, 10751]",How to Train Your Dragon 2,2014-06-13,145000000.0,177002924.0,614586270.0,1.2207098206896552,4.238526,2014
Howards End,"[18, 10749]",Howards End,1992-03-13,8000000.0,26124872.0,26317943.0,3.265609,3.289742875,1992
Hugo,"[12, 18, 10751]",Hugo,2011-11-23,180000000.0,73864507.0,180047784.0,0.4103583722222222,1.0002654666666666,2011
Hunt for the Wilderpeople,"[12, 35, 18]",Hunt for the Wilderpeople,2016-06-24,2500000.0,5205471.0,23845533.0,2.0821884,9.5382132,2016
Hush,[27],Hush,2016-04-08,1000000.0,0.0,0.0,0.0,0.0,2016
Hush,"[27, 53]",Hush,2016-04-08,1000000.0,0.0,0.0,0.0,0.0,2016
I Am Not Your Negro,[99],I Am Not Your Negro,2017-02-03,1000000.0,7123919.0,9617402.0,7.123919,9.617402,2017
I Am Wrath,"[28, 80, 18, 53]",I Am Wrath,2016-04-15,18000000.0,0.0,309608.0,0.0,0.017200444444444445,2016
I Can Only Imagine,"[18, 10751, 10402]",I Can Only Imagine,2018-03-16,7000000.0,83482352.0,85604221.0,11.926050285714286,12.22917442857143,2018
I Don't Know How She Does It,"[10749, 35]",I Don't Know How She Does It,2011-09-16,24000000.0,9659074.0,24474463.0,0.4024614166666667,1.0197692916666667,2011
I Feel Pretty,[35],I Feel Pretty,2018-04-20,32000000.0,48795601.0,91553797.0,1.52486253125,2.86105615625,2018
"I Love You, Man",[35],"I Love You, Man",2009-03-20,40000000.0,72013010.0,92302502.0,1.80032525,2.30756255,2009
I Origins,"[878, 18]",I Origins,2014-07-18,1000000.0,336472.0,852399.0,0.336472,0.852399,2014
I Spit on Your Grave,"[53, 80, 27]",I Spit on Your Grave,2010-10-08,1750000.0,93051.0,1278471.0,0.053172,0.7305548571428572,2010
I Want Your Money,[99],I Want Your Money,2010-10-15,400000.0,433588.0,433588.0,1.08397,1.08397,2010
"I, Frankenstein","[27, 53]","I, Frankenstein",2014-01-24,65000000.0,19075290.0,74575290.0,0.293466,1.147312153846154,2014
"I, Tonya",[18],"I, Tonya",2017-12-08,11000000.0,30014534.0,53797409.0,2.728594,4.890673545454545,2017
"I, Tonya",[18],"I, Tonya",2017-12-08,11000000.0,30014534.0,53797409.0,2.728594,4.890673545454545,2017
Icarus,"[28, 18, 53]",Icarus,2010-02-09,6000000.0,0.0,0.0,0.0,0.0,2010
Icarus,"[12, 18, 878]",Icarus,2010-02-09,6000000.0,0.0,0.0,0.0,0.0,2010
Icarus,[99],Icarus,2010-02-09,6000000.0,0.0,0.0,0.0,0.0,2010
Ice Age: Collision Course,"[12, 16, 10751, 35]",Ice Age: Collision Course,2016-07-22,105000000.0,64063008.0,402156682.0,0.6101238857142857,3.830063638095238,2016
Ice Age: Continental Drift,"[16, 35, 12, 10751]",Ice Age: Continental Drift,2012-07-13,95000000.0,161321843.0,879765137.0,1.6981246631578948,9.26068565263158,2012
Ida,[18],Ida,2014-05-02,2600000.0,3827060.0,15298355.0,1.4719461538461538,5.8839826923076926,2014
Identity,[18],Identity,2003-04-25,28000000.0,52131264.0,82183683.0,1.8618308571428572,2.9351315357142855,2003
Identity Thief,"[35, 80]",Identity Thief,2013-02-08,35000000.0,134506920.0,175361578.0,3.843054857142857,5.0103308,2013
If Beale Street Could Talk,"[18, 10749, 80]",If Beale Street Could Talk,2018-12-14,12000000.0,14915773.0,19859167.0,1.2429810833333332,1.6549305833333334,2018
If I Stay,[18],If I Stay,2014-08-22,11000000.0,50474843.0,78356170.0,4.588622090909091,7.1232881818181815,2014
Immortals,"[14, 28, 18]",Immortals,2011-11-11,75000000.0,83504017.0,211562435.0,1.1133868933333333,2.820832466666667,2011
In Dubious Battle,[18],In Dubious Battle,2017-02-17,15000000.0,0.0,214182.0,0.0,0.0142788,2017
In Dubious Battle,[18],In Dubious Battle,2017-02-17,15000000.0,0.0,214182.0,0.0,0.0142788,2017
In Time,"[28, 53, 878]",In Time,2011-10-28,35000000.0,37553932.0,165103952.0,1.0729694857142857,4.717255771428571,2011
In the Heart of the Sea,"[53, 18, 12, 28, 36]",In the Heart of the Sea,2015-12-11,100000000.0,25020758.0,89693309.0,0.25020758,0.89693309,2015
In the Heart of the Sea,"[53, 18, 12, 28, 36]",In the Heart of the Sea,2015-12-11,100000000.0,25020758.0,89693309.0,0.25020758,0.89693309,2015
In the Name of the King III,"[28, 12, 18, 14]",In the Name of the King III,2014-03-11,3500000.0,0.0,0.0,0.0,0.0,2014
Incarnate,"[27, 53]",Incarnate,2016-12-02,5000000.0,4799774.0,9371036.0,0.9599548,1.8742072,2016
Incendies,"[18, 10752, 9648]",Incendies,2010-09-17,6800000.0,6857096.0,16038343.0,1.0083964705882353,2.3585798529411766,2010
Inception,"[28, 878, 12]",Inception,2010-07-16,160000000.0,292576195.0,835524642.0,1.82860121875,5.2220290125,2010
Incredibles 2,"[28, 12, 16, 10751]",Incredibles 2,2018-06-15,200000000.0,608581744.0,1242520711.0,3.04290872,6.212603555,2018
Independence Day: Resurgence,"[28, 12, 878]",Independence Day: Resurgence,2016-06-24,165000000.0,103144286.0,384169424.0,0.6251168848484848,2.328299539393939,2016
Independence Daysaster,"[28, 878]",Independence Daysaster,2013-12-31,1800000.0,0.0,0.0,0.0,0.0,2013
Indie Game: The Movie,[99],Indie Game: The Movie,2012-05-18,100000.0,0.0,0.0,0.0,0.0,2012
Indivisible,"[18, 10752]",Indivisible,2018-10-26,2700000.0,3511417.0,3588305.0,1.3005248148148147,1.3290018518518518,2018
Inescapable,"[53, 10749]",Inescapable,2013-02-22,4000000.0,4327.0,4327.0,0.00108175,0.00108175,2013
Infected,[27],Infected,2012-12-31,2100000.0,0.0,0.0,0.0,0.0,2012
Infected,"[53, 27]",Infisert,2012-12-31,2100000.0,0.0,0.0,0.0,0.0,2012
Inferno,"[9648, 53, 18]",Inferno,2016-10-28,75000000.0,34343574.0,219519367.0,0.45791432,2.926924893333333,2016
Inferno,"[9648, 53, 18]",Inferno,2016-10-28,75000000.0,34343574.0,219519367.0,0.45791432,2.926924893333333,2016
Inherent Vice,"[35, 10749, 80, 18, 9648]",Inherent Vice,2014-12-12,20000000.0,8110975.0,14772346.0,0.40554875,0.7386173,2014
