id,runtime,budget,revenue,roi
110415,127,39200000,86758912,121.3237551020408
11774,108,140000000,209073645,49.338317857142854
171274,149,20000000,14710975,-26.445125000000004
250546,99,6500000,257047661,3854.5794
86834,138,125000000,362637473,190.1099784
266856,123,15000000,123726688,724.8445866666667
224141,125,50000000,212902372,325.80474399999997
136797,132,66000000,203277636,207.99641818181817
225574,106,50000000,222809600,345.61920000000003
152760,118,70000000,154984035,121.40576428571428
82703,92,145000000,272912430,88.21546896551725
100241,92,65000000,76801179,18.15566
168672,138,40000000,251171807,527.9295175
152532,117,5000000,55736588,1014.7317599999999
227306,137,65000000,163442937,151.45067230769232
262391,94,13000000,176404493,1256.9576384615384
249164,106,11000000,78274843,611.5894818181819
87093,106,10000000,28883511,188.83511
193610,109,40000000,196781193,391.9529825
243683,112,45000000,86165646,91.47921333333333
242224,94,2000000,10312540,415.627
228326,95,50000000,97437106,94.874212
184346,118,30000000,87937815,193.12605
170687,97,60000000,108255770,80.42628333333333
246741,86,1600000,6263224,291.4515
187017,112,50000000,188441614,276.883228
9767,106,52000000,205668210,295.5157884615385
85350,165,4000000,44349000,1008.7249999999999
265177,138,4900000,3494070,-28.692448979591838
137094,105,60000000,135511030,125.85171666666666
157353,119,100000000,103039258,3.039258
192102,113,28000000,52597999,87.84999642857143
203739,104,30000000,15391979,-48.693403333333336
157547,104,5000000,44459951,789.19902
168530,99,25000000,153997819,515.991276
198277,104,8000000,63464861,693.3107625
188161,116,40000000,86410000,116.025
284293,101,5000000,43884652,777.69304
232672,117,40000000,123494610,208.736525
256274,93,5000000,40100000,702.0
152603,123,7000000,7600000,8.571428571428571
212716,93,11000000,7847000,-28.663636363636364
265195,122,4000000,27007072,575.1768000000001
228970,115,15000000,52501541,250.01027333333332
273895,127,20000000,66787908,233.93954
97370,108,13300000,5735963,-56.87245864661654
210479,85,2000000,4635300,131.765
180299,150,4500000,6566916,45.931466666666665
216282,89,50000000,160602194,221.204388
262551,85,3400000,20258904,495.8501176470588
227156,97,25000000,66980456,167.921824
225565,94,8000000,45640143,470.50178750000003
239571,117,26000000,35926213,38.177742307692306
152742,124,13500000,19255873,42.636096296296294
229297,97,16800000,51029361,203.74619642857144
197796,112,33000000,49100000,48.78787878787879
99861,141,250000000,1405403694,462.1614776
177572,102,165000000,657827828,298.6835321212121
102899,117,130000000,519311965,299.4707423076923
140607,136,245000000,2068223624,744.1729077551021
129,125,19000000,274925095,1346.9741842105263
87101,126,155000000,440603537,184.26034645161292
206647,148,245000000,880674609,259.45902408163266
150689,105,95000000,543514353,472.1203715789474
76341,121,150000000,378858340,152.57222666666667
260346,109,48000000,325771424,578.6904666666667
254128,114,110000000,473990832,330.90075636363633
207703,129,81000000,414351546,411.54511851851856
262500,119,110000000,295238201,168.39836454545454
307081,123,30000000,91709827,205.69942333333336
150540,95,175000000,857611174,390.063528
198184,120,49000000,104399548,113.06030204081632
76757,127,176000003,183987723,4.538477195366866
257344,105,88000000,243637091,176.8603306818182
286217,144,108000000,630161890,483.4832314814815
68737,102,95000000,114178613,20.188013684210524
216015,125,4000000,571006128,14175.1532
135397,124,150000000,1671713208,1014.475472
273248,188,44000000,155760117,254.00026590909093
273481,122,30000000,84872444,182.90814666666665
168259,137,190000000,1515047671,697.3935110526317
177677,131,150000000,682330139,354.8867593333333
158852,130,190000000,209154322,10.081222105263157
264644,118,13000000,35401758,172.32121538461539
253412,121,55000000,203427584,269.86833454545456
280092,97,10000000,104303851,943.0385100000001
131634,137,160000000,653428261,308.392663125
281957,157,135000000,532950503,294.7781503703704
238615,117,26000000,31807156,22.335215384615385
192141,103,5000000,54418872,988.37744
257445,103,58000000,158162788,172.69446206896552
203801,116,75000000,108145109,44.19347866666667
264660,108,15000000,36869414,145.79609333333335
190859,133,58800000,542307423,822.2915357142858
254470,115,29000000,287506194,891.4006689655173
271718,125,35000000,140795793,302.27369428571427
270303,101,2000000,14674076,633.7038
263472,99,2500000,6341684,153.66736
214756,115,68000000,215863606,217.44647941176473
105864,93,175000000,332207671,89.83295485714285
241554,114,50000000,71561644,43.123287999999995
243688,93,35000000,95437994,172.67998285714285
294254,131,61000000,312296056,411.9607475409836
201088,133,70000000,17752940,-74.63865714285714
274854,106,90000000,146936910,63.26323333333333
159824,89,80000000,473226958,491.53369749999996
166424,100,120000000,167977596,39.98133
312221,133,37000000,173567581,369.10157027027026
314365,129,20000000,98690254,393.45127
36648,123,65000000,128905366,98.31594769230769
254320,118,4000000,15656193,291.404825
280996,104,11000000,29355203,166.86548181818182
274167,96,50000000,242786137,385.572274
261023,123,53000000,98837872,86.48655094339622
257211,121,35000000,194564672,455.89906285714284
205775,122,100000000,93920758,-6.079242
318846,131,28000000,133346506,376.2375214285714
171274,149,20000000,14710975,-26.445125000000004
296099,99,31000000,104384188,236.72318709677418
249070,96,35000000,81967450,134.1927142857143
228165,92,74000000,311594032,321.0730162162162
206487,97,5500000,4942449,-10.13729090909091
116149,96,55000000,259207227,371.2858672727273
310131,92,4000000,40423945,910.5986250000001
210860,106,60000000,30418560,-49.3024
258480,118,11800000,40272135,241.28927966101696
266647,111,150000000,128388320,-14.407786666666667
296098,141,40000000,165478348,313.69587
228161,94,135000000,368871007,173.23778296296297
321741,123,35000000,50363790,43.896542857142855
295964,100,20000000,36606743,83.033715
238713,120,65000000,235666219,262.5634138461538
87492,134,24000000,12096300,-49.59875
257091,100,40000000,111811453,179.5286325
328425,108,5000000,58978653,1079.5730600000002
167073,111,11000000,62076141,464.3285545454545
306819,119,15000000,64191523,327.9434866666667
285783,123,35000000,61181942,74.80554857142857
277216,147,28000000,201634991,620.1249678571428
286565,109,12000000,85512300,612.6025000000001
246741,86,1600000,6263224,291.4515
228205,128,34000000,63013281,85.3331794117647
301351,96,6000000,11122090,85.36816666666667
256591,105,50100000,153962963,207.31130339321356
274479,124,60000000,101134059,68.556765
298312,94,5000000,98450062,1869.00124
276907,132,25000000,42972994,71.891976
261392,96,28000000,27139524,-3.0731285714285717
313922,95,5000000,3769214,-24.61572
283445,97,10000000,53329150,433.2915
201085,119,55000000,74679822,35.78149454545454
222936,105,37000000,26250020,-29.054000000000002
268920,87,35000000,51680201,47.657717142857145
227719,106,12000000,33213241,176.77700833333333
257088,114,105000000,133718711,27.351153333333333
287903,98,15000000,61788393,311.92262
211672,91,74000000,1156730962,1463.1499486486487
310593,118,13360000,2000000,-85.02994011976048
228066,109,40000000,34227298,-14.431754999999999
272693,100,8500000,43528634,412.10157647058827
282984,95,11000000,27391084,149.00985454545454
321697,122,30000000,34441873,14.806243333333333
264999,115,14800000,117813057,696.0341689189189
293863,112,25000000,65663276,162.65310399999998
277685,82,1000000,62882090,6188.209
241251,91,4000000,52425855,1210.646375
246655,144,178000000,543934787,205.58134101123596
271110,147,250000000,1153296293,361.31851720000003
293660,108,58000000,783100000,1250.1724137931035
284052,115,165000000,677700000,310.72727272727275
140607,136,245000000,2068223624,744.1729077551021
206647,148,245000000,880674609,259.45902408163266
259316,132,180000000,809342332,349.63462888888887
209112,152,250000000,873634919,249.4539676
269149,109,150000000,1023784195,582.5227966666666
291805,129,90000000,334901337,272.11259666666666
381288,117,9000000,278454358,2993.937311111111
329865,116,47000000,203388186,332.74082127659574
324786,139,40000000,175302354,338.25588500000003
286217,144,108000000,630161890,483.4832314814815
300671,144,50000000,69411370,38.82274
68735,123,160000000,433677183,171.048239375
330459,133,200000000,1056057273,428.0286365
411088,106,4000000,30000000,650.0
273248,188,44000000,155760117,254.00026590909093
273481,122,30000000,84872444,182.90814666666665
278927,106,175000000,966550600,452.31462857142856
267935,117,140000000,195243411,39.459579285714284
264644,118,13000000,35401758,172.32121538461539
253412,121,55000000,203427584,269.86833454545456
369885,124,85000000,119520023,40.611791764705885
131634,137,160000000,653428261,308.392663125
281957,157,135000000,532950503,294.7781503703704
188927,122,185000000,343471816,85.66044108108109
283366,127,110000000,296482446,169.52949636363635
259693,134,40000000,320392818,700.9820450000001
316727,105,10000000,118587880,1085.8788
257445,103,58000000,158162788,172.69446206896552
205584,127,140000000,150680864,7.629188571428572
333484,132,90000000,162360636,80.40070666666666
278154,95,105000000,408579038,289.1228933333333
363676,96,60000000,240797623,301.32937166666665
153518,97,73000000,349779543,379.1500589041096
333371,104,15000000,108286421,621.9094733333334
105864,93,175000000,332207671,89.83295485714285
325133,92,35000000,108758521,210.73863142857144
262504,120,110000000,179246868,62.95169818181818
335797,108,75000000,634151679,745.535572
207932,121,75000000,220021259,193.36167866666668
334543,118,12000000,140312928,1069.2744
343611,118,60000000,162146076,170.24346
296096,110,20000000,207945075,939.7253750000001
274854,106,90000000,146936910,63.26323333333333
290595,114,115000000,164989338,43.46898956521739
241259,113,170000000,299457024,76.1511905882353
334541,138,9000000,78988148,777.6460888888889
297761,123,175000000,746846894,326.7696537142857
340837,146,40000000,26559557,-33.6011075
312221,133,37000000,173567581,369.10157027027026
314365,129,20000000,98690254,393.45127
278924,98,40000000,125729635,214.32408750000002
136799,92,125000000,346864462,177.49156960000002
313369,129,30000000,446486224,1388.2874133333332
140300,95,145000000,521170825,259.4281551724138
340666,116,22500000,29252978,30.013235555555557
43074,117,144000000,229147509,59.13021458333333
376867,111,4000000,65046687,1526.167175
338766,102,12000000,37589296,213.24413333333334
294272,103,65000000,143695338,121.06975076923077
47933,120,165000000,389681935,136.1708696969697
254320,118,4000000,15656193,291.404825
