id,runtime,budget,revenue,roi
388399,133,45000000,50548152,12.329226666666667
127380,97,200000000,1028570889,414.28544450000004
267860,99,60000000,205754447,242.92407833333334
223702,89,19000000,140705322,640.5543263157895
308531,112,135000000,245623848,81.94359111111112
356305,111,38000000,118102725,210.79664473684213
334533,118,5000000,23123592,362.47184
258489,109,180000000,356743061,98.19058944444444
381284,127,25000000,230698791,822.7951640000001
324668,123,120000000,415484914,246.23742833333333
328387,96,19000000,85241496,348.63945263157893
302699,107,50000000,216972543,333.945086
290098,145,8575000,37767206,340.433889212828
376659,100,20000000,183936074,819.68037
205775,122,100000000,93920758,-6.079242
332567,86,17000000,119100758,600.592694117647
274870,116,110000000,303144152,175.5855927272727
121856,115,125000000,240697856,92.5582848
313297,102,60000000,76249438,27.082396666666668
302946,128,44000000,155160045,252.6364659090909
290250,116,50000000,62788218,25.576436
302401,134,40000000,37357216,-6.606960000000001
296524,107,110000000,121790373,10.718520909090909
310131,92,4000000,40423945,910.5986250000001
146198,115,20000000,12639297,-36.803515
342473,89,30000000,2351359,-92.16213666666667
258480,118,11800000,40272135,241.28927966101696
329833,100,50000000,55969000,11.938
299687,112,38000000,109906372,189.2272947368421
345920,97,36000000,88528280,145.91188888888888
296098,141,40000000,165478348,313.69587
295964,100,20000000,36606743,83.033715
393457,139,24000000,64414761,168.3948375
345911,81,4900000,148868835,2938.139489795918
310307,115,15000000,24121245,60.8083
270487,106,22000000,63647656,189.30752727272727
300669,89,9900000,159047649,1506.541909090909
332210,87,70000000,182379278,160.54182571428572
306819,119,15000000,64191523,327.9434866666667
346685,112,45000000,173185859,284.8574644444445
335796,99,9000000,81705746,807.8416222222222
301365,118,7000000,3377430,-51.751000000000005
277216,147,28000000,201634991,620.1249678571428
321258,97,10000000,64188367,541.8836699999999
316023,98,33000000,77068246,133.54013939393937
376660,105,9000000,18803648,108.92942222222221
331313,105,40000000,29918745,-25.2031375
319888,106,23000000,46152411,100.66265652173914
393519,99,3500000,4100000,17.142857142857142
291870,102,11500000,94073028,718.0263304347826
330483,111,10000000,18730891,87.30891
303858,98,27000000,93282604,245.49112592592596
258230,108,43000000,47309313,10.021658139534884
314095,141,30000000,8574339,-71.41887
384682,105,45000000,114501299,154.4473311111111
308266,114,40000000,86234523,115.5863075
267193,83,35000000,27979040,-20.059885714285713
68730,161,46000000,23737523,-48.39668913043479
95610,123,35000000,211952420,505.5783428571429
325348,97,10000000,14333790,43.337900000000005
259694,110,38000000,112343513,195.64082368421052
276907,132,25000000,42972994,71.891976
318781,106,14000000,3621046,-74.13538571428572
271969,125,100000000,94061311,-5.938689
369557,106,4000000,13624522,240.61305000000002
347031,97,3000000,4210454,40.34846666666667
313922,95,5000000,3769214,-24.61572
328111,87,75000000,875457937,1067.2772493333334
201085,119,55000000,74679822,35.78149454545454
337674,130,9804690,2341534,-76.1182250535203
351211,90,5000000,45172994,803.45988
213681,94,25000000,29200000,16.8
303991,101,10000000,4366460,-56.3354
58431,108,28000000,16374328,-41.52025714285714
228066,109,40000000,34227298,-14.431754999999999
318917,116,3196621,25513752,698.1475439221603
321697,122,30000000,34441873,14.806243333333333
376866,100,9000000,13960394,55.11548888888888
245703,112,18000000,6740647,-62.55196111111111
309809,108,64000000,97571250,52.455078125
339397,97,30000000,43763247,45.87749
277834,107,150000000,690860472,360.573648
9799,106,38000000,207283925,445.48401315789476
335984,164,150000000,259239658,72.82643866666668
315635,133,175000000,880166924,402.952528
324552,122,40000000,171539887,328.8497175
263115,137,97000000,619021436,538.1664288659794
284053,131,180000000,853977126,374.43173666666667
283995,137,200000000,863756051,331.87802550000004
141052,120,300000000,657924295,119.30809833333333
181808,152,200000000,1332539889,566.2699445000001
284052,115,165000000,677700000,310.72727272727275
129,125,19000000,274925095,1346.9741842105263
321612,129,160000000,1263521126,689.70070375
297762,141,149000000,821847012,451.57517583892616
293167,118,185000000,566652812,206.29881729729732
337339,136,250000000,1238764765,395.505906
259316,132,180000000,809342332,349.63462888888887
166426,129,230000000,794861794,245.5920843478261
354912,105,175000000,800526015,357.44343714285714
329865,116,47000000,203388186,332.74082127659574
419430,104,4500000,255407969,5575.732644444444
126889,122,97000000,232380243,139.56726082474228
374720,107,100000000,525573161,425.57316099999997
343668,141,104000000,410902662,295.09871346153847
335988,154,217000000,605425157,178.99776820276497
324786,139,40000000,175302354,338.25588500000003
339964,136,177200000,225874228,27.468525959367945
281338,140,150000000,488533726,225.68915066666668
339403,113,34000000,226945087,567.48555
399055,123,19500000,194989655,899.9469487179488
316029,105,84000000,432844677,415.2912821428571
274857,126,175000000,148675066,-15.042819428571427
47971,107,85000000,346147658,307.2325388235294
341013,115,30000000,100014025,233.38008333333335
390043,118,30000000,176586701,488.6223366666667
330459,133,200000000,1056057273,428.0286365
315837,107,110000000,169801921,54.365382727272724
396422,109,15000000,306515884,1943.4392266666666
440021,97,4800000,122637878,2454.9557916666668
411088,106,4000000,30000000,650.0
398818,132,4000000,41063475,926.586875
353486,119,90000000,962102237,969.0024855555556
406997,113,20000000,305937718,1429.68859
369885,124,85000000,119520023,40.611791764705885
364689,108,111000000,295038508,165.80045765765766
324849,104,80000000,311950384,289.93798000000004
311324,103,150000000,331957105,121.30473666666666
346672,91,35000000,81093313,131.69518
282035,110,125000000,409231607,227.3852856
260514,102,175000000,383925276,119.38587199999999
359940,115,15000000,160192031,967.9468733333333
335797,108,75000000,634151679,745.535572
207932,121,75000000,220021259,193.36167866666668
298250,92,10000000,102952888,929.52888
334543,118,12000000,140312928,1069.2744
343611,118,60000000,162146076,170.24346
395992,104,58000000,100541806,73.34794137931034
337170,115,50000000,133511855,167.02371
400928,101,7000000,40343446,476.3349428571429
334541,138,9000000,78988148,777.6460888888889
431530,104,28000000,130560428,366.28724285714287
340837,146,40000000,26559557,-33.6011075
324852,96,80000000,1031552585,1189.44073125
136799,92,125000000,346864462,177.49156960000002
313369,129,30000000,446486224,1388.2874133333332
340666,116,22500000,29252978,30.013235555555557
391713,94,10000000,76858273,668.58273
376867,111,4000000,65046687,1526.167175
384680,134,55000000,36976336,-32.77029818181818
392044,114,55000000,351839303,539.7078236363636
406990,123,20000000,27975429,39.877145000000006
305470,124,100000000,142337240,42.33724
399170,118,29000000,48453605,67.08139655172414
446354,116,50000000,179769467,259.538934
353491,95,60000000,113231078,88.71846333333333
388399,133,45000000,50548152,12.329226666666667
415842,112,33000000,67200000,103.63636363636364
389015,120,11000000,53939297,390.3572454545455
399404,125,30000000,150847207,402.82402333333334
400617,130,35000000,47756590,36.4474
381283,121,30000000,44516999,48.38999666666667
356305,111,38000000,118102725,210.79664473684213
403119,89,5500000,44235023,704.2731454545454
395834,107,11000000,44998252,309.07501818181817
353616,93,45000000,184724494,310.49887555555557
378236,86,50000000,216909830,333.81966
381284,127,25000000,230698791,822.7951640000001
396371,140,30000000,59284015,97.61338333333333
379149,113,35000000,145374099,315.35456857142856
397837,98,5000000,12141122,142.82244
372343,119,35000000,43203413,23.438322857142857
365942,121,30000000,14793385,-50.688716666666664
339846,116,69000000,177856751,157.7634072463768
397422,101,20000000,45056771,125.28385500000002
274870,116,110000000,303144152,175.5855927272727
121856,115,125000000,240697856,92.5582848
417678,96,10000000,61621140,516.2114
346364,135,35000000,701796444,1905.1326971428573
290512,109,35000000,62832209,79.52059714285714
302946,128,44000000,155160045,252.6364659090909
296524,107,110000000,121790373,10.718520909090909
274855,109,120000000,221600160,84.6668
14564,102,25000000,83080890,232.32356
371638,104,10000000,29820616,198.20616
342473,89,30000000,2351359,-92.16213666666667
345920,97,36000000,88528280,145.91188888888888
393457,139,24000000,64414761,168.3948375
419680,100,69000000,180613180,161.75823188405798
310307,115,15000000,24121245,60.8083
418078,91,5000000,19280931,285.61861999999996
416477,120,5000000,56303596,1026.07192
341174,118,55000000,378827494,588.7772618181817
369192,121,25000000,12638526,-49.445896
346685,112,45000000,173185859,284.8574644444445
335796,99,9000000,81705746,807.8416222222222
394117,112,2000000,11303040,465.152
376660,105,9000000,18803648,108.92942222222221
393519,99,3500000,4100000,17.142857142857142
353070,96,25000000,84618541,238.474164
258230,108,43000000,47309313,10.021658139534884
314095,141,30000000,8574339,-71.41887
180863,117,18000000,42067430,133.70794444444445
446791,132,50000000,56996304,13.992608
339988,110,18000000,20497844,13.876911111111113
399019,93,10500000,27397655,160.9300476190476
301337,135,68000000,55003890,-19.111926470588237
68730,161,46000000,23737523,-48.39668913043479
339877,95,5500000,42187665,667.0484545454545
337674,130,9804690,2341534,-76.1182250535203
381289,100,22000000,205035819,831.9809954545456
400710,111,19000000,45158254,137.6750210526316
351211,90,5000000,45172994,803.45988
295693,97,125000000,498814908,299.0519264
277834,107,150000000,690860472,360.573648
173897,107,40000000,312242626,680.6065649999999
299536,149,300000000,2046239637,582.079879
324857,117,90000000,375540831,317.26759000000004
335984,164,150000000,259239658,72.82643866666668
338952,134,200000000,653355901,226.6779505
404368,112,175000000,529221154,202.41208799999998
363088,119,140000000,622674139,344.7672421428571
284054,134,200000000,1346739107,573.3695534999999
335983,112,116000000,855013954,637.0809948275862
284053,131,180000000,853977126,374.43173666666667
424783,114,135000000,467989645,246.6589962962963
428078,129,100000000,83672673,-16.327327
375588,116,100000000,86493046,-13.506953999999999
383498,119,110000000,786365638,614.8778527272727
297802,143,160000000,1148461807,617.788629375
424694,135,52000000,894027543,1619.2837365384617
260513,118,200000000,1242805359,521.4026795
490132,130,23000000,319700000,1290.0
332562,136,36000000,433888866,1105.24685
351286,129,170000000,1303459585,666.7409323529412
141052,120,300000000,657924295,119.30809833333333
181808,152,200000000,1332539889,566.2699445000001
504172,116,50000000,174804407,249.608814
345940,113,150000000,530243742,253.49582800000002
446021,141,32000000,31882724,-0.3664875
439079,96,22000000,365550119,1561.5914500000001
400650,131,130000000,348807090,168.31314615384616
333339,140,175000000,582890172,233.08009828571429
268896,111,150000000,290061297,93.37419799999999
400535,122,35000000,75836683,116.67623714285715
353081,147,178000000,791017452,344.3918269662921
348350,135,250000000,392952373,57.1809492
346910,107,88000000,160542134,82.43424318181818
447332,91,17000000,340677200,1903.9835294117647
375262,119,15000000,82124805,447.4987
442249,97,13000000,137056262,954.2789384615384
480530,130,50000000,214215889,328.431778
400155,97,80000000,100176000,25.22
447200,102,125000000,292351275,133.88102
493922,127,10000000,80239658,702.39658
402900,111,70000000,297718711,325.31244428571426
354912,105,175000000,800526015,357.44343714285714
463272,89,25000000,158256993,533.027972
438799,110,38000000,41657844,9.625905263157895
300668,115,40000000,43070915,7.6772875
487558,135,15000000,93400823,522.6721533333333
8392,86,3700000,45000000,1116.2162162162163
338970,118,94000000,274650803,192.18170531914893
399360,97,51000000,35808437,-29.787378431372545
360920,85,75000000,508575295,578.1003933333334
427641,107,120000000,426245950,255.20495833333334
445651,105,34000000,41142379,21.00699705882353
489999,102,1000000,66265218,6526.5218
336843,143,62000000,288175335,364.7989274193548
345887,121,62000000,102084362,64.65219677419356
369972,141,70000000,105702570,51.00367142857143
449443,140,30000000,80509622,168.36540666666667
337167,105,55000000,368307760,569.6504727272727
399055,123,19500000,194989655,899.9469487179488
316029,105,84000000,432844677,415.2912821428571
500664,100,5000000,16593554,231.87107999999998
484247,117,20000000,97644617,388.223085
420814,104,75000000,99138899,32.185198666666665
424139,106,10000000,253688035,2436.88035
398818,132,4000000,41063475,926.586875
353486,119,90000000,962102237,969.0024855555556
429197,132,60000000,76073488,26.789146666666667
406997,113,20000000,305937718,1429.68859
399035,104,30000000,119942387,299.80795666666666
426426,135,15000000,1140769,-92.39487333333334
364689,108,111000000,295038508,165.80045765765766
445571,100,37000000,117501013,217.5703054054054
455980,100,28000000,75100000,168.21428571428572
401981,140,69000000,151572634,119.67048405797101
395990,107,30000000,34017028,13.390093333333333
455207,121,30000000,238539198,695.1306599999999
359940,115,15000000,160192031,967.9468733333333
419478,91,2800000,27365467,877.3381071428572
399174,101,62770198,64241499,2.3439483176395273
429300,96,35000000,4230000,-87.91428571428571
337170,115,50000000,133511855,167.02371
431530,104,28000000,130560428,366.28724285714287
460668,111,32000000,94539426,195.43570625
11253,120,85000000,160388063,88.69183882352941
406563,118,10000000,167184112,1571.84112
391713,94,10000000,76858273,668.58273
384680,134,55000000,36976336,-32.77029818181818
392044,114,55000000,351839303,539.7078236363636
458423,113,75000000,395044706,426.72627466666665
449176,110,17000000,66316289,290.0958176470588
446354,116,50000000,179769467,259.538934
389015,120,11000000,53939297,390.3572454545455
399404,125,30000000,150847207,402.82402333333334
400617,130,35000000,47756590,36.4474
353616,93,45000000,184724494,310.49887555555557
396371,140,30000000,59284015,97.61338333333333
379149,113,35000000,145374099,315.35456857142856
460019,100,3500000,95330493,2623.7283714285713
346364,135,35000000,701796444,1905.1326971428573
274855,109,120000000,221600160,84.6668
371638,104,10000000,29820616,198.20616
429351,130,35000000,67450815,92.71661428571429
465136,97,4900000,6102076,24.532163265306124
407451,109,103000000,132675864,28.81151844660194
419680,100,69000000,180613180,161.75823188405798
369192,121,25000000,12638526,-49.445896
433808,94,10000000,1785977,-82.14023
446791,132,50000000,56996304,13.992608
301337,135,68000000,55003890,-19.111926470588237
339877,95,5500000,42187665,667.0484545454545
